trial,WSS@95,RRF@10,Recall@95
1,91.807467395804,100,3.376746593065379
1,91.807467395804,100,3.376746593065379
2,91.63276665170822,100,3.551405899603243
2,91.63276665170822,100,3.551405899603243
3,91.50767229173843,100,3.6764705882352944
3,91.50767229173843,100,3.6764705882352944
4,91.72550902203068,100,3.4586855269967223
4,91.72550902203068,100,3.4586855269967223
5,91.70825462755208,100,3.4759358288770055
5,91.70825462755208,100,3.4759358288770055
6,91.57021947172333,100,3.613938243919269
6,91.57021947172333,100,3.613938243919269
7,91.63060985239841,100,3.5535621873382786
7,91.63060985239841,100,3.5535621873382786
8,91.46237950623211,100,3.7217526306710367
8,91.46237950623211,100,3.7217526306710367
9,91.79884019856469,100,3.38537174400552
9,91.79884019856469,100,3.38537174400552
10,91.63708025032788,100,3.547093324133172
10,91.63708025032788,100,3.547093324133172
11,91.42355711865528,100,3.7605658099016734
11,91.42355711865528,100,3.7605658099016734
12,91.4429683124437,100,3.741159220286355
12,91.4429683124437,100,3.741159220286355
13,91.61982585584929,100,3.5643436260134553
13,91.61982585584929,100,3.5643436260134553
14,91.65864824342611,100,3.5255304467828186
14,91.65864824342611,100,3.5255304467828186
15,91.63060985239841,100,3.5535621873382786
15,91.63060985239841,100,3.5535621873382786
16,91.60257146137069,100,3.5815939278937376
16,91.60257146137069,100,3.5815939278937376
17,91.9153073612952,100,3.2689322063136106
17,91.9153073612952,100,3.2689322063136106
18,91.63708025032788,100,3.547093324133172
18,91.63708025032788,100,3.547093324133172
19,91.76001781098786,100,3.4241849232361563
19,91.76001781098786,100,3.4241849232361563
20,91.68021623652436,100,3.5039675694324655
20,91.68021623652436,100,3.5039675694324655
21,91.79668339925487,100,3.3875280317405556
21,91.79668339925487,100,3.3875280317405556
22,91.73629301857979,100,3.4479040883215455
22,91.73629301857979,100,3.4479040883215455
23,91.49904509449912,100,3.6850957391754355
23,91.49904509449912,100,3.6850957391754355
24,91.83334898752189,100,3.350871140244954
24,91.83334898752189,100,3.350871140244954
25,91.65864824342611,100,3.5255304467828186
25,91.65864824342611,100,3.5255304467828186
26,91.5508082779349,100,3.633344833534587
26,91.5508082779349,100,3.633344833534587
27,91.46884990416159,100,3.7152837674659307
27,91.46884990416159,100,3.7152837674659307
28,91.56374907379386,100,3.6204071071243744
28,91.56374907379386,100,3.6204071071243744
29,91.93687535439345,100,3.2473693289632566
29,91.93687535439345,100,3.2473693289632566
30,91.44943871037317,100,3.7346903570812486
30,91.44943871037317,100,3.7346903570812486
31,91.47316350278123,100,3.71097119199586
31,91.47316350278123,100,3.71097119199586
32,91.61982585584929,100,3.5643436260134553
32,91.61982585584929,100,3.5643436260134553
33,91.91962095991485,100,3.26461963084354
33,91.91962095991485,100,3.26461963084354
34,91.60257146137069,100,3.5815939278937376
34,91.60257146137069,100,3.5815939278937376
35,91.5766898696528,100,3.6074693807141625
35,91.5766898696528,100,3.6074693807141625
36,91.66943223997524,100,3.514749008107642
36,91.66943223997524,100,3.514749008107642
37,91.44943871037317,100,3.7346903570812486
37,91.44943871037317,100,3.7346903570812486
38,91.51198589035808,100,3.672158012765223
38,91.51198589035808,100,3.672158012765223
39,91.54433788000543,100,3.6398136967396932
39,91.54433788000543,100,3.6398136967396932
40,91.57453307034298,100,3.6096256684491976
40,91.57453307034298,100,3.6096256684491976
41,91.58100346827244,100,3.603156805244092
41,91.58100346827244,100,3.603156805244092
42,91.54649467931526,100,3.6376574090046576
42,91.54649467931526,100,3.6376574090046576
43,91.5939442641314,100,3.5902190788338797
43,91.5939442641314,100,3.5902190788338797
44,91.41924352003564,100,3.7648783853717442
44,91.41924352003564,100,3.7648783853717442
45,91.48394749933036,100,3.700189753320683
45,91.48394749933036,100,3.700189753320683
46,92.1288304929678,100,3.0554597205451097
46,92.1288304929678,100,3.0554597205451097
47,92.0490289185043,100,3.1352423667414175
47,92.0490289185043,100,3.1352423667414175
48,91.55296507724474,100,3.631188545799551
48,91.55296507724474,100,3.631188545799551
49,92.2539248529376,100,2.9303950319130587
49,92.2539248529376,100,2.9303950319130587
50,91.5055154924286,100,3.6786268759703296
50,91.5055154924286,100,3.6786268759703296
51,91.36532353729002,100,3.8187855787476277
51,91.36532353729002,100,3.8187855787476277
52,91.69315703238331,100,3.491029843022253
52,91.69315703238331,100,3.491029843022253
53,91.95412974887203,100,3.2301190270829743
53,91.95412974887203,100,3.2301190270829743
54,91.52492668621701,100,3.659220286355011
54,91.52492668621701,100,3.659220286355011
55,92.07059691160255,100,3.1136794893910644
55,92.07059691160255,100,3.1136794893910644
56,91.6392370496377,100,3.5449370363981365
56,91.6392370496377,100,3.5449370363981365
57,91.48394749933036,100,3.700189753320683
57,91.48394749933036,100,3.700189753320683
58,91.47100670347142,100,3.7131274797308955
58,91.47100670347142,100,3.7131274797308955
59,91.78805620201557,100,3.3961531826806968
59,91.78805620201557,100,3.3961531826806968
60,91.6564914441163,100,3.527686734517854
60,91.6564914441163,100,3.527686734517854
61,91.81825139235312,100,3.365965154390202
61,91.81825139235312,100,3.365965154390202
62,91.63060985239841,100,3.5535621873382786
62,91.63060985239841,100,3.5535621873382786
63,91.56159227448403,100,3.62256339485941
63,91.56159227448403,100,3.62256339485941
