trial,WSS@95,RRF@10,Recall@95
1,91.27714697451978,100,3.8833045390293703
1,91.27714697451978,100,3.8833045390293703
2,91.63649896273775,100,3.5240301554892413
2,91.63649896273775,100,3.5240301554892413
3,91.60508020966951,100,3.555442123449034
3,91.60508020966951,100,3.555442123449034
4,91.52849699906568,100,3.6320087953510285
4,91.52849699906568,100,3.6320087953510285
5,91.42049503539361,100,3.739987435212816
5,91.42049503539361,100,3.739987435212816
6,91.38122159405832,100,3.779252395162557
6,91.38122159405832,100,3.779252395162557
7,91.19270907564889,100,3.967724202921313
7,91.19270907564889,100,3.967724202921313
8,91.31838408792184,100,3.842076331082142
8,91.31838408792184,100,3.842076331082142
9,91.48136886946332,100,3.6791267472907174
9,91.48136886946332,100,3.6791267472907174
10,91.6109712258698,100,3.5495523794565726
10,91.6109712258698,100,3.5495523794565726
11,91.21234579631654,100,3.9480917229464425
11,91.21234579631654,100,3.9480917229464425
12,91.08470711197683,100,4.0757028427831
12,91.08470711197683,100,4.0757028427831
13,91.42442237952714,100,3.736060939217842
13,91.42442237952714,100,3.736060939217842
14,91.38711261025861,100,3.7733626511700957
14,91.38711261025861,100,3.7733626511700957
15,91.35569385719037,100,3.804774619129889
15,91.35569385719037,100,3.804774619129889
16,90.98259616450505,100,4.177791738652427
16,90.98259616450505,100,4.177791738652427
17,91.51475129459833,100,3.6457515313334383
17,91.51475129459833,100,3.6457515313334383
18,91.21038212424978,100,3.9500549709439294
18,91.21038212424978,100,3.9500549709439294
19,91.22412782871713,100,3.9363122349615205
19,91.22412782871713,100,3.9363122349615205
20,91.26929228625272,100,3.891157531019318
20,91.26929228625272,100,3.891157531019318
21,91.44405910019479,100,3.7164284592429717
21,91.44405910019479,100,3.7164284592429717
22,91.50886027839803,100,3.6516412753258995
22,91.50886027839803,100,3.6516412753258995
23,91.33802080858949,100,3.822443851107272
23,91.33802080858949,100,3.822443851107272
24,91.12987156951242,100,4.030548138840898
24,91.12987156951242,100,4.030548138840898
25,91.49315090186391,100,3.6673472593057954
25,91.49315090186391,100,3.6673472593057954
26,91.05328835890859,100,4.1071148107428925
26,91.05328835890859,100,4.1071148107428925
27,91.18878173151536,100,3.971650698916287
27,91.18878173151536,100,3.971650698916287
28,91.62078958620363,100,3.539736139469138
28,91.62078958620363,100,3.539736139469138
29,91.17896337118154,100,3.9814669389037225
29,91.17896337118154,100,3.9814669389037225
30,91.37729424992479,100,3.7831788911575313
30,91.37729424992479,100,3.7831788911575313
31,91.31838408792184,100,3.842076331082142
31,91.31838408792184,100,3.842076331082142
32,91.52064231079862,100,3.639861787340977
32,91.52064231079862,100,3.639861787340977
33,91.15736297844713,100,4.00306266687608
33,91.15736297844713,100,4.00306266687608
34,91.26536494211919,100,3.8950840270142923
34,91.26536494211919,100,3.8950840270142923
35,91.46173214879568,100,3.6987592272655885
35,91.46173214879568,100,3.6987592272655885
36,91.17307235498124,100,3.9873566828961837
36,91.17307235498124,100,3.9873566828961837
37,91.34587549685655,100,3.8145908591173234
37,91.34587549685655,100,3.8145908591173234
38,91.3714032337245,100,3.789068635149992
38,91.3714032337245,100,3.789068635149992
39,91.20449110804948,100,3.9559447149363907
39,91.20449110804948,100,3.9559447149363907
40,91.77395600741129,100,3.3866027956651488
40,91.77395600741129,100,3.3866027956651488
41,91.48136886946332,100,3.6791267472907174
41,91.48136886946332,100,3.6791267472907174
42,91.3655122175242,100,3.7949583791424533
42,91.3655122175242,100,3.7949583791424533
43,91.27911064658655,100,3.8813412910318834
43,91.27911064658655,100,3.8813412910318834
44,91.30071103932096,100,3.859745563059526
44,91.30071103932096,100,3.859745563059526
45,91.3321297923892,100,3.8283335950997333
45,91.3321297923892,100,3.8283335950997333
46,91.54027903146627,100,3.6202293073661065
46,91.54027903146627,100,3.6202293073661065
47,91.32427510412214,100,3.8361865870896814
47,91.32427510412214,100,3.8361865870896814
48,91.30267471138772,100,3.857782315062039
48,91.30267471138772,100,3.857782315062039
49,91.75039194261011,100,3.4101617716349932
49,91.75039194261011,100,3.4101617716349932
50,91.26929228625272,100,3.891157531019318
50,91.26929228625272,100,3.891157531019318
51,91.76413764707746,100,3.3964190356525834
51,91.76413764707746,100,3.3964190356525834
52,91.39103995439214,100,3.769436155175122
52,91.39103995439214,100,3.769436155175122
53,91.11612586504506,100,4.044290874823308
53,91.11612586504506,100,4.044290874823308
54,91.30463838345449,100,3.8558190670645516
54,91.30463838345449,100,3.8558190670645516
55,91.19270907564889,100,3.967724202921313
55,91.19270907564889,100,3.967724202921313
56,91.12987156951242,100,4.030548138840898
56,91.12987156951242,100,4.030548138840898
57,91.18289071531507,100,3.977540442908748
57,91.18289071531507,100,3.977540442908748
58,91.23983720525125,100,3.9206062509816237
58,91.23983720525125,100,3.9206062509816237
59,91.30660205552125,100,3.8538558190670646
59,91.30660205552125,100,3.8538558190670646
60,91.74253725434305,100,3.418014763624941
60,91.74253725434305,100,3.418014763624941
61,91.12790789744565,100,4.032511386838386
61,91.12790789744565,100,4.032511386838386
62,91.320347759988607,100,3.840113083084655
62,91.320347759988607,100,3.840113083084655
63,91.32427510412214,100,3.8361865870896814
63,91.32427510412214,100,3.8361865870896814
